"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
29,"Yes","Travel_Rarely",224,"Research & Development",1,4,"Technical Degree",1522,1,"Male",100,2,1,"Research Scientist",1,"Single",2362,7568,6,"No",13,3,3,0,11,2,1,9,7,0,7
46,"No","Travel_Rarely",1402,"Sales",2,3,"Marketing",1204,3,"Female",69,3,4,"Manager",1,"Married",17048,24097,8,"No",23,4,1,0,28,2,3,26,15,15,9
19,"Yes","Non-Travel",504,"Research & Development",10,3,"Medical",1248,1,"Female",96,2,1,"Research Scientist",2,"Single",1859,6148,1,"Yes",25,4,2,0,1,2,4,1,1,0,0
31,"No","Non-Travel",325,"Research & Development",5,3,"Medical",2057,2,"Male",74,3,2,"Manufacturing Director",1,"Single",9936,3787,0,"No",19,3,2,0,10,2,3,9,4,1,7
30,"Yes","Travel_Rarely",945,"Sales",9,3,"Medical",1876,2,"Male",89,3,1,"Sales Representative",4,"Single",1081,16019,1,"No",13,3,3,0,1,3,2,1,0,0,0
18,"Yes","Travel_Frequently",544,"Sales",3,2,"Medical",1624,2,"Female",70,3,1,"Sales Representative",4,"Single",1569,18420,1,"Yes",12,3,3,0,0,2,4,0,0,0,0
55,"Yes","Travel_Rarely",725,"Research & Development",2,3,"Medical",787,4,"Male",78,3,5,"Manager",1,"Married",19859,21199,5,"Yes",13,3,4,1,24,2,3,5,2,1,4
27,"No","Travel_Rarely",1157,"Research & Development",17,3,"Technical Degree",233,3,"Male",51,3,1,"Research Scientist",2,"Married",3058,13364,0,"Yes",16,3,4,1,6,3,2,5,2,1,1
58,"No","Travel_Rarely",682,"Sales",10,4,"Medical",131,4,"Male",37,3,4,"Sales Executive",3,"Single",13872,24409,0,"No",13,3,3,0,38,1,2,37,10,1,8
24,"No","Travel_Rarely",581,"Research & Development",9,3,"Medical",1707,3,"Male",62,4,1,"Research Scientist",3,"Married",4401,17616,1,"No",16,3,4,1,5,1,3,5,3,0,4
29,"No","Travel_Rarely",1389,"Research & Development",21,4,"Life Sciences",20,2,"Female",51,4,3,"Manufacturing Director",1,"Divorced",9980,10195,1,"No",11,3,3,1,10,1,3,10,9,8,8
42,"No","Non-Travel",335,"Research & Development",23,2,"Life Sciences",1976,4,"Male",37,2,2,"Research Scientist",3,"Single",4332,14811,1,"No",12,3,4,0,20,2,3,20,9,3,7
44,"No","Travel_Rarely",1117,"Research & Development",2,1,"Life Sciences",1246,1,"Female",72,4,1,"Research Scientist",4,"Married",2011,19982,1,"No",13,3,4,1,10,5,3,10,5,7,7
47,"No","Non-Travel",543,"Sales",2,4,"Marketing",1731,3,"Male",87,3,2,"Sales Executive",2,"Married",4978,3536,7,"No",11,3,4,1,4,3,1,1,0,0,0
35,"Yes","Travel_Rarely",104,"Research & Development",2,3,"Life Sciences",1569,1,"Female",69,3,1,"Laboratory Technician",1,"Divorced",2074,26619,1,"Yes",12,3,4,1,1,2,3,1,0,0,0
33,"Yes","Travel_Rarely",813,"Research & Development",14,3,"Medical",325,3,"Male",58,3,1,"Laboratory Technician",4,"Married",2436,22149,5,"Yes",13,3,3,1,8,2,1,5,4,0,4
38,"No","Travel_Frequently",508,"Research & Development",6,4,"Life Sciences",1997,1,"Male",72,2,2,"Manufacturing Director",3,"Married",5321,14284,2,"No",11,3,4,1,10,1,3,8,3,7,7
45,"No","Travel_Frequently",1297,"Research & Development",1,4,"Medical",1922,2,"Male",44,3,2,"Healthcare Representative",3,"Single",5399,14511,4,"No",12,3,3,0,12,3,3,4,2,0,3
30,"Yes","Travel_Frequently",600,"Human Resources",8,3,"Human Resources",1747,3,"Female",66,2,1,"Human Resources",4,"Divorced",2180,9732,6,"No",11,3,3,1,6,0,2,4,2,1,2
50,"No","Travel_Rarely",804,"Research & Development",9,3,"Life Sciences",1030,1,"Male",64,3,1,"Laboratory Technician",4,"Married",2380,20165,4,"No",18,3,2,0,8,5,3,1,0,0,0
19,"Yes","Travel_Rarely",489,"Human Resources",2,2,"Technical Degree",566,1,"Male",52,2,1,"Human Resources",4,"Single",2564,18437,1,"No",12,3,3,0,1,3,4,1,0,0,0
20,"Yes","Travel_Frequently",871,"Research & Development",6,3,"Life Sciences",137,4,"Female",66,2,1,"Laboratory Technician",4,"Single",2926,19783,1,"Yes",18,3,2,0,1,5,3,1,0,1,0
34,"Yes","Non-Travel",1362,"Sales",19,3,"Marketing",502,1,"Male",67,4,2,"Sales Executive",4,"Single",5304,4652,8,"Yes",13,3,2,0,9,3,2,5,2,0,4
40,"Yes","Travel_Rarely",575,"Sales",22,2,"Marketing",492,3,"Male",68,2,2,"Sales Executive",3,"Married",6380,6110,2,"Yes",12,3,1,2,8,6,3,6,4,1,0
37,"No","Travel_Rarely",671,"Research & Development",19,3,"Life Sciences",1631,3,"Male",85,3,2,"Manufacturing Director",3,"Married",5768,26493,3,"No",17,3,1,3,9,2,2,4,3,0,2
40,"No","Travel_Rarely",905,"Research & Development",19,2,"Medical",281,3,"Male",99,3,2,"Laboratory Technician",4,"Married",2741,16523,8,"Yes",15,3,3,1,15,2,4,7,2,3,7
32,"Yes","Travel_Rarely",1259,"Research & Development",2,4,"Life Sciences",1692,4,"Male",95,3,1,"Laboratory Technician",2,"Single",1393,24852,1,"No",12,3,1,0,1,2,3,1,0,0,0
22,"Yes","Travel_Frequently",1256,"Research & Development",3,4,"Life Sciences",1203,3,"Male",48,2,1,"Research Scientist",4,"Married",2853,4223,0,"Yes",11,3,2,1,1,5,3,0,0,0,0
29,"No","Travel_Rarely",694,"Research & Development",1,3,"Life Sciences",1264,4,"Female",87,2,4,"Research Director",4,"Divorced",16124,3423,3,"No",14,3,2,2,9,2,2,7,7,1,7
31,"No","Travel_Frequently",715,"Sales",2,4,"Other",1613,4,"Male",54,3,2,"Sales Executive",1,"Single",5332,21602,7,"No",13,3,4,0,10,3,3,5,2,0,3
39,"No","Travel_Frequently",711,"Research & Development",4,3,"Medical",1633,1,"Female",81,3,2,"Manufacturing Director",3,"Single",5042,3140,0,"No",13,3,4,0,10,2,1,9,2,3,8
49,"No","Travel_Rarely",1418,"Research & Development",1,3,"Technical Degree",887,3,"Female",36,3,1,"Research Scientist",1,"Married",3580,10554,2,"No",16,3,2,1,7,2,3,4,2,0,2
37,"No","Travel_Rarely",1225,"Research & Development",10,2,"Life Sciences",715,4,"Male",80,4,1,"Research Scientist",4,"Single",4680,15232,3,"No",17,3,1,0,4,2,3,1,0,0,0
28,"No","Travel_Rarely",1300,"Research & Development",17,2,"Medical",536,3,"Male",79,3,2,"Laboratory Technician",1,"Divorced",4558,13535,1,"No",12,3,4,1,10,2,3,10,0,1,8
40,"Yes","Travel_Rarely",299,"Sales",25,4,"Marketing",1318,4,"Male",57,2,3,"Sales Executive",2,"Single",9094,17235,2,"Yes",12,3,3,0,9,2,3,5,4,1,0
35,"No","Travel_Rarely",672,"Research & Development",25,3,"Technical Degree",899,4,"Male",78,2,3,"Manufacturing Director",2,"Married",10903,9129,3,"No",16,3,1,0,16,2,3,13,10,4,8
26,"Yes","Travel_Frequently",426,"Human Resources",17,4,"Life Sciences",608,2,"Female",58,3,1,"Human Resources",3,"Divorced",2741,22808,0,"Yes",11,3,2,1,8,2,2,7,7,1,0
29,"No","Travel_Rarely",657,"Research & Development",27,3,"Medical",793,2,"Female",66,3,2,"Healthcare Representative",3,"Married",4335,25549,4,"No",12,3,1,1,11,3,2,8,7,1,1
32,"Yes","Travel_Rarely",374,"Research & Development",25,4,"Life Sciences",911,1,"Male",87,3,1,"Laboratory Technician",4,"Single",2795,18016,1,"Yes",24,4,3,0,1,2,1,1,0,0,1
29,"Yes","Travel_Rarely",992,"Research & Development",1,3,"Technical Degree",300,3,"Male",85,3,1,"Research Scientist",3,"Single",2058,19757,0,"No",14,3,4,0,7,1,2,6,2,1,5
34,"No","Travel_Rarely",1320,"Research & Development",20,3,"Technical Degree",1265,3,"Female",89,4,1,"Research Scientist",3,"Married",2585,21643,0,"No",17,3,4,0,2,5,2,1,0,0,0
45,"No","Travel_Rarely",252,"Research & Development",1,3,"Other",336,3,"Male",70,4,5,"Manager",4,"Married",19202,15970,0,"No",11,3,3,1,25,2,3,24,0,1,7
40,"No","Travel_Rarely",300,"Sales",26,3,"Marketing",1066,3,"Male",74,3,2,"Sales Executive",1,"Married",8396,22217,1,"No",14,3,2,1,8,3,2,7,7,7,5
52,"No","Travel_Rarely",1325,"Research & Development",11,4,"Life Sciences",813,4,"Female",82,3,2,"Laboratory Technician",3,"Married",3149,21821,8,"No",20,4,2,1,9,3,3,5,2,1,4
30,"No","Travel_Rarely",1240,"Human Resources",9,3,"Human Resources",184,3,"Male",48,3,2,"Human Resources",4,"Married",6347,13982,0,"Yes",19,3,4,0,12,2,1,11,9,4,7
29,"Yes","Travel_Rarely",408,"Research & Development",25,5,"Technical Degree",565,3,"Female",71,2,1,"Research Scientist",2,"Married",2546,18300,5,"No",16,3,2,0,6,2,4,2,2,1,1
20,"Yes","Travel_Rarely",1362,"Research & Development",10,1,"Medical",701,4,"Male",32,3,1,"Research Scientist",3,"Single",1009,26999,1,"Yes",11,3,4,0,1,5,3,1,0,1,1
33,"No","Non-Travel",1283,"Sales",2,3,"Marketing",1756,4,"Female",62,3,2,"Sales Executive",2,"Single",5147,10697,8,"No",15,3,4,0,13,2,2,11,7,1,7
48,"Yes","Travel_Frequently",708,"Sales",7,2,"Medical",1691,4,"Female",95,3,1,"Sales Representative",3,"Married",2655,11740,2,"Yes",11,3,3,2,19,3,3,9,7,7,7
32,"No","Travel_Rarely",801,"Sales",1,4,"Marketing",2016,3,"Female",48,3,3,"Sales Executive",4,"Married",10422,24032,1,"No",19,3,3,2,14,3,3,14,10,5,7
29,"No","Travel_Rarely",1247,"Sales",20,2,"Marketing",349,4,"Male",45,3,2,"Sales Executive",4,"Divorced",6931,10732,2,"No",14,3,4,1,10,2,3,3,2,0,2
41,"Yes","Travel_Frequently",143,"Sales",4,3,"Marketing",488,1,"Male",56,3,2,"Sales Executive",2,"Single",9355,9558,1,"No",18,3,3,0,8,5,3,8,7,7,7
39,"No","Non-Travel",1251,"Sales",21,4,"Life Sciences",1929,1,"Female",32,1,2,"Sales Executive",3,"Married",5736,3987,6,"No",19,3,3,1,10,1,3,3,2,1,2
36,"No","Travel_Rarely",1299,"Research & Development",27,3,"Medical",13,3,"Male",94,3,2,"Healthcare Representative",3,"Married",5237,16577,6,"No",13,3,2,2,17,3,2,7,7,7,7
27,"No","Travel_Rarely",1134,"Research & Development",16,4,"Technical Degree",1001,3,"Female",37,3,1,"Laboratory Technician",2,"Married",2811,12086,9,"No",14,3,2,1,4,2,3,2,2,2,2
53,"Yes","Travel_Rarely",1168,"Sales",24,4,"Life Sciences",1968,1,"Male",66,3,3,"Sales Executive",1,"Single",10448,5843,6,"Yes",13,3,2,0,15,2,2,2,2,2,2
58,"No","Travel_Rarely",1272,"Research & Development",5,3,"Technical Degree",940,3,"Female",37,2,3,"Healthcare Representative",2,"Divorced",10552,9255,2,"Yes",13,3,4,1,24,3,3,6,0,0,4
37,"Yes","Travel_Rarely",1373,"Research & Development",2,2,"Other",4,4,"Male",92,2,1,"Laboratory Technician",3,"Single",2090,2396,6,"Yes",15,3,2,0,7,3,3,0,0,0,0
48,"Yes","Travel_Frequently",708,"Sales",7,2,"Medical",1691,4,"Female",95,3,1,"Sales Representative",3,"Married",2655,11740,2,"Yes",11,3,3,2,19,3,3,9,7,7,7
37,"Yes","Travel_Rarely",1141,"Research & Development",11,2,"Medical",1033,1,"Female",61,1,2,"Healthcare Representative",2,"Married",4777,14382,5,"No",15,3,1,0,15,2,1,1,0,0,0
31,"Yes","Travel_Rarely",1079,"Sales",16,4,"Marketing",1761,1,"Male",70,3,3,"Sales Executive",3,"Married",8161,19002,2,"No",13,3,1,3,10,2,3,1,0,0,0
32,"No","Travel_Rarely",548,"Research & Development",1,3,"Life Sciences",96,2,"Male",66,3,2,"Research Scientist",2,"Married",6220,7346,1,"No",17,3,2,2,10,3,3,10,4,0,9
51,"No","Travel_Frequently",541,"Sales",2,3,"Marketing",1391,2,"Male",52,3,3,"Sales Executive",2,"Married",10596,15395,2,"No",11,3,2,0,14,5,3,4,2,3,2
28,"No","Travel_Rarely",857,"Research & Development",10,3,"Other",1097,3,"Female",59,3,2,"Research Scientist",3,"Single",3660,7909,3,"No",13,3,4,0,10,4,4,8,7,1,7
50,"No","Travel_Rarely",691,"Research & Development",2,3,"Medical",815,3,"Male",64,3,4,"Research Director",3,"Married",17639,6881,5,"No",16,3,4,0,30,3,3,4,3,0,3
36,"No","Travel_Frequently",1195,"Research & Development",11,3,"Life Sciences",85,2,"Male",95,2,2,"Manufacturing Director",2,"Single",6499,22656,1,"No",13,3,3,0,6,3,3,6,5,0,3
29,"No","Travel_Frequently",410,"Research & Development",2,1,"Life Sciences",1513,4,"Female",97,3,1,"Laboratory Technician",2,"Married",3180,4668,0,"No",13,3,3,3,4,3,3,3,2,0,2
45,"No","Travel_Rarely",561,"Sales",2,3,"Other",606,4,"Male",61,3,2,"Sales Executive",2,"Married",4805,16177,0,"No",19,3,2,1,9,3,4,8,7,3,7
31,"Yes","Travel_Rarely",249,"Sales",6,4,"Life Sciences",163,2,"Male",76,1,2,"Sales Executive",3,"Married",6172,20739,4,"Yes",18,3,2,0,12,3,2,7,7,7,7
29,"No","Travel_Frequently",995,"Research & Development",2,1,"Life Sciences",1590,1,"Male",87,3,2,"Healthcare Representative",4,"Divorced",8853,24483,1,"No",19,3,4,1,6,0,4,6,4,1,3
43,"No","Travel_Frequently",422,"Research & Development",1,3,"Life Sciences",902,4,"Female",33,3,2,"Healthcare Representative",4,"Married",5562,21782,4,"No",13,3,2,1,12,2,2,5,2,2,2
33,"Yes","Travel_Rarely",603,"Sales",9,4,"Marketing",1157,1,"Female",77,3,2,"Sales Executive",1,"Single",8224,18385,0,"Yes",17,3,1,0,6,3,3,5,2,0,3
46,"No","Travel_Rarely",566,"Research & Development",7,2,"Medical",1007,4,"Male",75,3,3,"Manufacturing Director",3,"Divorced",10845,24208,6,"No",13,3,2,1,13,3,3,8,7,0,7
25,"No","Travel_Frequently",772,"Research & Development",2,1,"Life Sciences",1653,4,"Male",77,4,2,"Manufacturing Director",3,"Divorced",5206,4973,1,"No",17,3,3,2,7,6,3,7,7,0,7
37,"No","Travel_Rarely",1115,"Research & Development",1,4,"Life Sciences",77,1,"Male",51,2,2,"Manufacturing Director",3,"Divorced",5993,2689,1,"No",18,3,3,1,7,2,4,7,5,0,7
55,"No","Travel_Rarely",1311,"Research & Development",2,3,"Life Sciences",505,3,"Female",97,3,4,"Manager",4,"Single",16659,23258,2,"Yes",13,3,3,0,30,2,3,5,4,1,2
29,"No","Travel_Rarely",1283,"Research & Development",23,3,"Life Sciences",495,4,"Male",54,3,1,"Research Scientist",4,"Single",2201,18168,9,"No",16,3,4,0,6,4,3,3,2,1,2
38,"No","Travel_Frequently",240,"Research & Development",2,4,"Life Sciences",803,1,"Female",75,4,2,"Manufacturing Director",1,"Single",5980,26085,6,"Yes",12,3,4,0,17,2,3,15,7,4,12
31,"No","Travel_Rarely",1222,"Research & Development",11,4,"Life Sciences",895,4,"Male",48,3,1,"Research Scientist",4,"Married",2356,14871,3,"Yes",19,3,2,1,8,2,3,6,4,0,2
18,"Yes","Travel_Rarely",230,"Research & Development",3,3,"Life Sciences",405,3,"Male",54,3,1,"Laboratory Technician",3,"Single",1420,25233,1,"No",13,3,3,0,0,2,3,0,0,0,0
33,"Yes","Travel_Rarely",527,"Research & Development",1,4,"Other",780,4,"Male",63,3,1,"Research Scientist",4,"Single",2686,5207,1,"Yes",13,3,3,0,10,2,2,10,9,7,8
24,"No","Travel_Rarely",350,"Research & Development",21,2,"Technical Degree",1551,3,"Male",57,2,1,"Laboratory Technician",1,"Divorced",2296,10036,0,"No",14,3,2,3,2,3,3,1,1,0,0
21,"Yes","Travel_Frequently",251,"Research & Development",10,2,"Life Sciences",1279,1,"Female",45,2,1,"Laboratory Technician",3,"Single",2625,25308,1,"No",20,4,3,0,2,2,1,2,2,2,2
40,"No","Travel_Frequently",1395,"Research & Development",26,3,"Medical",202,2,"Female",54,3,2,"Research Scientist",2,"Divorced",5605,8504,1,"No",11,3,1,1,20,2,3,20,7,2,13
58,"No","Non-Travel",390,"Research & Development",1,4,"Life Sciences",422,4,"Male",32,1,2,"Healthcare Representative",3,"Divorced",5660,17056,2,"Yes",13,3,4,1,12,2,3,5,3,1,2
33,"Yes","Travel_Rarely",603,"Sales",9,4,"Marketing",1157,1,"Female",77,3,2,"Sales Executive",1,"Single",8224,18385,0,"Yes",17,3,1,0,6,3,3,5,2,0,3
50,"No","Travel_Rarely",1207,"Research & Development",28,1,"Medical",716,4,"Male",74,4,1,"Laboratory Technician",3,"Married",3221,3297,1,"Yes",11,3,3,3,20,3,3,20,8,3,8
38,"No","Travel_Frequently",1444,"Human Resources",1,4,"Other",1972,4,"Male",88,3,1,"Human Resources",2,"Married",2991,5224,0,"Yes",11,3,2,1,7,2,3,6,2,1,2
35,"Yes","Travel_Rarely",1204,"Sales",4,3,"Technical Degree",1100,4,"Male",86,3,3,"Sales Executive",1,"Single",9582,10333,0,"Yes",22,4,1,0,9,2,3,8,7,4,7
25,"Yes","Travel_Rarely",688,"Research & Development",3,3,"Medical",538,1,"Male",91,3,1,"Laboratory Technician",1,"Married",4031,9396,5,"No",13,3,3,1,6,5,3,2,2,0,2
28,"No","Travel_Rarely",440,"Research & Development",21,3,"Medical",221,3,"Male",42,3,1,"Research Scientist",4,"Married",2713,6672,1,"No",11,3,3,1,5,2,1,5,2,0,2
25,"No","Travel_Rarely",141,"Sales",3,1,"Other",879,3,"Male",98,3,2,"Sales Executive",1,"Married",4194,14363,1,"Yes",18,3,4,0,5,3,3,5,3,0,3
31,"Yes","Travel_Rarely",202,"Research & Development",8,3,"Life Sciences",1433,1,"Female",34,2,1,"Research Scientist",2,"Single",1261,22262,1,"No",12,3,3,0,1,3,4,1,0,0,0
38,"No","Travel_Rarely",1321,"Sales",1,4,"Life Sciences",1995,4,"Male",86,3,2,"Sales Executive",2,"Married",4440,7636,0,"No",15,3,1,2,16,3,3,15,13,5,8
36,"Yes","Travel_Rarely",1218,"Sales",9,4,"Life Sciences",27,3,"Male",82,2,1,"Sales Representative",1,"Single",3407,6986,7,"No",23,4,2,0,10,4,3,5,3,0,3
30,"No","Travel_Rarely",201,"Research & Development",5,3,"Technical Degree",197,4,"Female",84,3,1,"Research Scientist",1,"Divorced",3204,10415,5,"No",14,3,4,1,8,3,3,3,2,2,2
45,"No","Travel_Rarely",1005,"Research & Development",28,2,"Technical Degree",1719,4,"Female",48,2,4,"Research Director",2,"Single",16704,17119,1,"No",11,3,3,0,21,2,3,21,6,8,6
44,"No","Travel_Rarely",1112,"Human Resources",1,4,"Life Sciences",665,1,"Female",50,2,2,"Human Resources",3,"Single",5985,26894,4,"No",11,3,2,0,10,1,4,2,2,0,2
53,"No","Travel_Rarely",1376,"Sales",2,2,"Medical",981,3,"Male",45,3,4,"Manager",3,"Divorced",14852,13938,6,"No",13,3,3,1,22,3,4,17,13,15,2
26,"No","Travel_Rarely",775,"Sales",29,2,"Medical",618,1,"Male",45,3,2,"Sales Executive",3,"Divorced",4306,4267,5,"No",12,3,1,2,8,5,3,0,0,0,0
36,"Yes","Travel_Rarely",885,"Research & Development",16,4,"Life Sciences",1042,3,"Female",43,4,1,"Laboratory Technician",1,"Single",2743,8269,1,"No",16,3,3,0,18,1,3,17,13,15,14
19,"Yes","Travel_Frequently",602,"Sales",1,1,"Technical Degree",235,3,"Female",100,1,1,"Sales Representative",1,"Single",2325,20989,0,"No",21,4,1,0,1,5,4,0,0,0,0
38,"No","Travel_Frequently",1189,"Research & Development",1,3,"Life Sciences",1668,4,"Male",90,3,2,"Research Scientist",4,"Married",4735,9867,7,"No",15,3,4,2,19,4,4,13,11,2,9
29,"Yes","Travel_Rarely",350,"Human Resources",13,3,"Human Resources",1844,1,"Male",56,2,1,"Human Resources",1,"Divorced",2335,3157,4,"Yes",15,3,4,3,4,3,3,2,2,2,0
51,"No","Travel_Rarely",1169,"Research & Development",7,4,"Medical",211,2,"Male",34,2,2,"Manufacturing Director",3,"Married",6132,13983,2,"No",17,3,3,0,10,2,3,1,0,0,0
25,"No","Travel_Rarely",180,"Research & Development",2,1,"Medical",854,1,"Male",65,4,1,"Research Scientist",1,"Single",3424,21632,7,"No",13,3,3,0,6,3,2,4,3,0,1
29,"No","Travel_Rarely",469,"Sales",10,3,"Medical",1650,3,"Male",42,2,2,"Sales Executive",3,"Single",5869,23413,9,"No",11,3,3,0,8,2,3,5,2,1,4
45,"No","Travel_Rarely",930,"Sales",9,3,"Marketing",864,4,"Male",74,3,3,"Sales Executive",1,"Divorced",10761,19239,4,"Yes",12,3,3,1,18,2,3,5,4,0,2
